,index,Covered in Warranty,Warranty Service Type,Processor Variant,Clock Speed,Finger Print Sensor,MS Office Provided,Weight,Processor Generation,Screen Resolution,Not Covered in Warranty,Speakers,Sales Package,Disk Drive,Suitable For,Backlit Keyboard,Touchscreen,Processor Name,Bluetooth,RAM Type,Screen Type,id,Domestic Warranty,Series,Operating System,Model Number,Screen Size,USB Port,SSD,Processor Brand,Internal Mic,Wireless LAN,Storage Type,Color,Battery Cell,Type,Keyboard,SSD Capacity,Warranty Summary,Model Name,Part Number,RAM,Graphic Processor,Web Camera,Power Supply,HDMI Port,Dimensions,OS Architecture,Face Recognition,Pointer Device,EMMC Storage Capacity,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Refresh Rate,Battery Backup,Ethernet,Expandable Memory,Expandable SSD Capacity,Supported Operating System,Cache,Number of Cores,Mic In,Additional Features,Memory Slots,RAM Frequency,RJ45,Sound Properties,Lock Port,Security Chip,Chipset,RPM,Multi Card Slot,Hardware Interface,Sound Chip,Included Software,Antivirus,Inbuilt 4G LTE,Stylus Included,NFC Support,Wireless WAN,Laptop Bag,System Architecture,Brightness,RJ11,VGA Port,Color Gamut,TGP,Other Accessories,International Warranty,HDD Capacity,Dock Port,Firewire Port,Read/Write Speed,S-video,Certification,Recovery Options,Optane Memory,Rating,price,Link,Names
117,0,Manufacturer’s warranty against faulty workmanship or defective parts,"Contact : Ph : Tablets : 1800-208-7555, Idea/Yoga/Legion : 1800 -419 -7555, Commercial/Think : 1800-419-4666, Whatsapp Chat -Legion/Yoga/IdeaPad &Tablets :+91 80 67916666 / Mail : Legion/Yoga/IdeaPad:consumerts@lenovo.com, Think Series:commercialts@lenovo.com, Warranty Update :pop@lenovo.com, For Tablets : tabsupport@lenovo.com",5500U,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,No,Yes,1.65 kg,,1920 x 1080 pixel,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty,Built-in Dual Speakers,"Laptop, Power Adaptor, User Guide, Warranty Documents",Not Available,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",No,No,Ryzen 5 Hexa Core,v5.0,DDR4,"Full HD TN 250nits Anti-glare, 45%",117,1 Year,IdeaPad Slim 1,Windows 11 Home,15ACL6 | 15ALC7 2,39.62 cm (15.6 inch),"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",Yes,AMD,Built-in array microphones,"11ac, 2x2",SSD,Cloud Grey,,Thin and Light Laptop,English,512 GB,1 Year Onsite + 1 Year Accidental Damage Protection,15ALC6,82R400BRIN,8 GB,AMD Radeon AMD,720p with Privacy Shutter,,1 x HDMI 1.4b,359.2 x 236.5 x 19.9 mm,64 bit,,,,,,,Upto 11 hours,,12,NA,Windows 11 Home,11,6,Yes,,,,,"1.5W x 2, Dolby Audio",,,,,1 x card reader,,,Office Home and Student 2021,,,,,,No,,,,,,,,,,,,,,,,,4.2,"₹37,000",https://www.flipkart.com/lenovo-ideapad-slim-1-amd-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-15acl6-15alc7-2-thin-light-laptop/p/itm3680fb576eb7b?pid=COMG9VHHF6HVJPP9&lid=LSTCOMG9VHHF6HVJPP9U213LU&marketplace=FLIPKART&q=LAPTOP&store=6bo%2Fb5g&srno=s_6_142&otracker=search&otracker1=search&fm=organic&iid=en_4Ghgi9hNmiP_Zba0-tsam5yRbKN0CdxQ9DFBRCNo5LM2rBDY2bA0E3v34r5qtiQnmBsu_6iEYZWwjgNDWuYV6qV8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=cx6hfx7ruo0000001738140552170&qH=eefe54b149d5f44e,Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | 15ALC7 ...
118,0,Manufacturing Defects,Onsite,,,,No,1.24 kg,,2560 x 1664 Pixel,Physical Damage,Built-in Speakers,"13.6 inch MacBook Air USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",Not Available,Processing & Multitasking,Yes,No,M3,v5.3,Unified Memory,"Liquid Retina display, LED-backlit display with IPS technology native resolution at 224 pixels per inch, 500 nits brightness",118,1 Year,,macOS Sequoia,MC8P4HN/A,34.54 cm (13.6 Inch),2 x Thunderbolt USB 4,Yes,Apple,,Wi-Fi 6E (802.11ax),SSD,Starlight,,Thin and Light Laptop,Backlit Magic Keyboard,512 GB,1 Year Limited Warranty,MacBook Air,MC8P4HN/A,24 GB,NA,1080p FaceTime HD camera,,,304.1 x 215.0 x 11.3 mm,,,,,,,,Upto 18 Hours,,,,,,,Yes,,,,,Four-speaker sound system,,,,,,,,"Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather",,,,,,,,,,,,,,,,,,,,,,,NaN,"₹1,43,990",https://www.flipkart.com/apple-m3-24-gb-512-gb-ssd-macos-sequoia-mc8p4hn-a/p/itm2ea42dec44bca?pid=COMH64PY3TTXCNCH&lid=LSTCOMH64PY3TTXCNCHG5JQ5X&marketplace=FLIPKART&q=LAPTOP&store=6bo%2Fb5g&srno=s_6_143&otracker=search&otracker1=search&fm=organic&iid=3e778fd7-73e2-47df-a56d-6ffa38761468.COMH64PY3TTXCNCH.SEARCH&ppt=None&ppn=None&ssid=cx6hfx7ruo0000001738140552170&qH=eefe54b149d5f44e,Apple Apple M3 - (24 GB/512 GB SSD/macOS Sequoia) MC8P4HN/A
119,0,Manufacturing Defects,Onsite,7520U,Max up to 4.30 GHz,,No,1.6 Kg,,1920 X 1080 Pixel,Physical Damage,Yes,"Laptop, Power Adaptor, User Guide",Not Available,Processing & Multitasking,,No,Ryzen 5 Quad Core,Yes,DDR5,Full HD,119,,V15 Series,Windows 11 Home,V15,39.62 cm (15.6 Inch),,Yes,AMD,Yes,Wi-Fi 6,SSD,Grey,,Thin and Light Laptop,English keyboard,512 GB,1 Year Onsite Warranty,V15,82YU00W9IN,8 GB,AMD Radeon AMD,HD Camera,,,,,,,,,,,upto 8 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,"₹31,700",https://www.flipkart.com/lenovo-v15-series-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itmdcccd5f5d1865?pid=COMGWB8RZZHCZGMA&lid=LSTCOMGWB8RZZHCZGMAUYRXCR&marketplace=FLIPKART&q=LAPTOP&store=6bo%2Fb5g&srno=s_6_144&otracker=search&otracker1=search&fm=organic&iid=3e778fd7-73e2-47df-a56d-6ffa38761468.COMGWB8RZZHCZGMA.SEARCH&ppt=None&ppn=None&ssid=cx6hfx7ruo0000001738140552170&qH=eefe54b149d5f44e,Lenovo V15 Series AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light L...
120,0,Manufacturing Defects,Onsite,5300U,Upto 3.85 GHz,,Yes,1.59 Kg,,1920 x 1080 Pixel,Physical Damage,Yes,"Laptop, Power Adaptor, User Guide, Warranty Documents",Not Available,Processing & Multitasking,,No,Ryzen 3 Quad Core,Yes,DDR4,Full HD,120,,Aspire Lite,Windows 11 Home,AL15-41,39.62 cm (15.6 Inch),"1 x USB 3.2 Gen 1 (Type A), 2 x USB 2.0 (Type A), 1 x USB 3.2 Gen 2 (Type C)",Yes,AMD,Yes,Wi-Fi 5,SSD,Steel Grey,,Thin and Light Laptop,"100-/101-/104-key keyboard with independent numeric keypad, international language support",512 GB,1 Year Carry-in Warranty,AL15-41,UN.31ZSI.009,16 GB,AMD Radeon AMD,"HD webcam with 1280 x 720 resolution, 720p HD audio/video recording",,,360.40 x 239.30 x 19.9 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"₹33,990",https://www.flipkart.com/acer-aspire-lite-amd-ryzen-3-quad-core-5300u-16-gb-512-gb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMH2TPSHCGSZY44&lid=LSTCOMH2TPSHCGSZY44YKMZCU&marketplace=FLIPKART&q=LAPTOP&store=6bo%2Fb5g&srno=s_7_145&otracker=search&otracker1=search&fm=organic&iid=2539084b-7c24-4ee4-b9b7-a1cda6ccde4b.COMH2TPSHCGSZY44.SEARCH&ppt=None&ppn=None&ssid=t501angxls0000001738140553004&qH=eefe54b149d5f44e,Acer Aspire Lite AMD Ryzen 3 Quad Core 5300U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Lig...
121,0,Manufacturing Damage,Onsite,12450H,,,No,2.3 Kg,12th Gen,1920 x 1080 Pixels,Physical Damage,,"Laptop, Power Adaptor, User Guide, Warranty Documents",Not Available,Gaming,,No,Core i5,v5.3,DDR4,,121,1 Year,Victus,Windows 11 Home,15-fa1226TX,39.62 cm (15.6 inch),,Yes,Intel,,,SSD,Performance Blue,,Gaming Laptop,,512 GB,1 Year Onsite Warranty,15-fa1226TX,A03H2PA#ACJ,8 GB,NVIDIA GeForce RTX 2050,,,,,,,,,DDR4,4 GB,,Upto 6 Hours and 30 Minutes,,,,Windows 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,"₹57,990",https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fa1226tx-gaming-laptop/p/itm9ad6649afe111?pid=COMHY8KVEKZVERUA&lid=LSTCOMHY8KVEKZVERUADILR5M&marketplace=FLIPKART&q=LAPTOP&store=6bo%2Fb5g&srno=s_7_146&otracker=search&otracker1=search&fm=organic&iid=2539084b-7c24-4ee4-b9b7-a1cda6ccde4b.COMHY8KVEKZVERUA.SEARCH&ppt=None&ppn=None&ssid=t501angxls0000001738140553004&qH=eefe54b149d5f44e,HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...
122,0,Manufacturing Defects,Onsite,1235U,Max turbo frequency at 4.4 Ghz,No,No,1.45 Kg,12th Gen,1920 x 1080 Pixel,Physical Damage,Two built-in stereo speakers,"Laptop, Power Adaptor, User Guide, Warranty Documents",Not Available,Everyday Use,Yes,No,Core i5,v5.2,DDR4,"Full HD display with IPS (In-Plane Switching) technology, LED-backlit TFT LCD",122,,Aspire 3 Backlit,Windows 11 Home,A324-51,35.56 cm (14 Inch),,Yes,Intel,Yes,WIFI 6,SSD,Steel Gray,2 cell,Thin and Light Laptop,84-key Acer backlit keyboard layout with US language,512 GB,1 Year Domestic Warranty,A324-51,UN.343SI.003,16 GB,Intel Integrated Intel Graphics,2M With Privacy Camera Shutter,65 W,1x HDMI Port,321.7 x 206.6 x 19.4 mm,64 bit,No,Touchpad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,"₹44,990",https://www.flipkart.com/acer-aspire-3-backlit-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-a324-51-thin-light-laptop/p/itm4fa0fcf0e2e15?pid=COMHY24RMZ8PUDTT&lid=LSTCOMHY24RMZ8PUDTT6GAEHA&marketplace=FLIPKART&q=LAPTOP&store=6bo%2Fb5g&srno=s_7_147&otracker=search&otracker1=search&fm=organic&iid=en_BWsOcNQlA3fjJk1voIGQ8GZyAMG4v1TaFHYaV68o74-Bebl0I_TzD9iWYdlgpzwXA-qgiaSBB_aAT_UzgO-jxPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=t501angxls0000001738140553004&qH=eefe54b149d5f44e,Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin a...
123,0,Manufacturing Defects,Carry-in,1305U,Max Frequency up to 4.50 GHz,,No,1.45 Kg,13th Gen,1920 x 1080 Pixel,Physical Damage,Two built-in stereo speakers,"Laptop, Power Adaptor, User Guide, Warranty Documents",Not Available,Everyday Use,,No,Core i3,v5.2,DDR4,Full HD,123,,Aspire 3,Windows 11 Home,A324-53,35.56 cm (14 Inch),"2 x USB 3.2 port, 1 x USB 2.0 port, 1 x Type-C port for PD Adapter",Yes,Intel,Yes,WIFI 6,SSD,Steel Gray,,Thin and Light Laptop,84-key Acer keyboard layout with US language: Additional feature.,512 GB,1 Year Carry-in Warranty,A324-53,UN.34RSI.002,8 GB,Intel Integrated UHD,Video conferencing: 2M With Privacy Camera Shutter,,,321.7 x 206.6 x 19.4 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,"₹49,999",https://www.flipkart.com/acer-aspire-3-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itma6a6812aa712e?pid=COMH4B6CGTPNVJW9&lid=LSTCOMH4B6CGTPNVJW9JOF4ZC&marketplace=FLIPKART&q=LAPTOP&store=6bo%2Fb5g&srno=s_7_148&otracker=search&otracker1=search&fm=organic&iid=en_BWsOcNQlA3fjJk1voIGQ8GZyAMG4v1TaFHYaV68o74_-2rpM8NtKLlaDqyetCtX6p0MaEcq1Wjc57aq1rR23zfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=t501angxls0000001738140553004&qH=eefe54b149d5f44e,Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...
124,0,Manufacturing Defects,Onsite,1255U,Upto 4.7 GHz,Yes,Yes,1.41 Kg,12th Gen,1920 x 1080 Pixels,Physical Damage,Dual speakers,"Laptop, Power Adapter, User Guide, Warranty Documents",Not Available,"Entertainment, Performance",Yes,No,Core i7,v5.2,DDR4,"FHD, IPS, micro-edge, BrightView (Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC)",124,1 Year,Pavilion,Windows 11 Home,14-dv2015TU,35.56 cm (14 inch),"1x SuperSpeed USB Type-C 10Gbps signaling rate (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge), 2x SuperSpeed USB Type-A 5Gbps signaling rate",Yes,Intel,Integrated dual array digital Microphone,MediaTek Wi-Fi 6 MT7921 (2x2),SSD,Natural Silver,3,Thin and Light Laptop,"Full-size, backlit, Natural Silver keyboard",1 TB,1 Year Onsite Warranty,14-dv2015TU,6K9J2PA#ACJ,16 GB,Intel Integrated UHD Graphics,HP Wide Vision 720p HD camera with temporal noise reduction,,1x HDMI 2.1,325 x 216 x 17.0 mm,64 bit,,HP Imagepad with multi-touch gesture support,,,,,,,,,Windows 11 Home,12,10,Yes,"43 Wh Li-ion, Support battery fast charge",,3200 MHz,,Audio by B&O,,,,,,PCIe NVMe,,"Microsoft Office Home & Student 2021, HP Documentation, HP BIOS recovery, HP Smart",,,,,,,64,,,,,,,,,,,,,,,,4.1,"₹74,990",https://www.flipkart.com/hp-pavilion-intel-core-i7-12th-gen-1255u-16-gb-1-tb-ssd-windows-11-home-14-dv2015tu-thin-light-laptop/p/itmc7b74eb323f11?pid=COMGEG3ZZGWA8XE2&lid=LSTCOMGEG3ZZGWA8XE2M8FSXU&marketplace=FLIPKART&q=LAPTOP&store=6bo%2Fb5g&srno=s_7_149&otracker=search&otracker1=search&fm=organic&iid=2539084b-7c24-4ee4-b9b7-a1cda6ccde4b.COMGEG3ZZGWA8XE2.SEARCH&ppt=None&ppn=None&ssid=t501angxls0000001738140553004&qH=eefe54b149d5f44e,HP Pavilion Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) 14-dv2015TU Thin and Light...
125,0,Manufacturing Defects,Onsite,12500H,Up to 4.5 GHz,,Yes,1.80 Kg,12th Gen,1920 x 1200 Pixel,Physical Damage,Yes,"Laptop, Power Adaptor, User Guide, Warranty Documents",Not Available,Processing & Multitasking,,No,Core i5,v5.3,DDR4,"WUXGA, 16:10 aspect ratio, LED Backlit, IPS-level Panel, 144Hz refresh rate, 300nits, 45% NTSC color gamut, Anti-glare display",125,,"Vivobook 16X for Creator,",Windows 11 Home,K3605ZU-RP304WS,40.64 cm (16 Inch),"2 x USB 3.2 Gen 1 Type-A, 1 x Thunderbolt 4 supports display / power delivery",Yes,Intel,Yes,Wi-Fi 6E(802.11ax) (Dual band) 2*2,SSD,Indie Black,,Gaming Laptop,Backlit Chiclet Keyboard with Num-key,512 GB,1 Year Onsite Warranty,K3605ZU-RP304WS,90NB11X1-M00JJ0,16 GB,NVIDIA GeForce RTX 4050,720p HD camera With privacy shutter,,,358.6 x 249.1 x 18.9 mm,,,,,GDDR6,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,"₹84,990",https://www.flipkart.com/asus-vivobook-16x-creator-intel-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-k3605zu-rp304ws-gaming-laptop/p/itmfc0e20779f204?pid=COMH2XBQHDXXBR2A&lid=LSTCOMH2XBQHDXXBR2AIBFU7B&marketplace=FLIPKART&q=LAPTOP&store=6bo%2Fb5g&srno=s_7_150&otracker=search&otracker1=search&fm=organic&iid=2539084b-7c24-4ee4-b9b7-a1cda6ccde4b.COMH2XBQHDXXBR2A.SEARCH&ppt=None&ppn=None&ssid=t501angxls0000001738140553004&qH=eefe54b149d5f44e,"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/6 GB ..."
126,0,Manufacturing Defects,Carry-in,1215U,Base frequency 0.9 GHz upto Max Turbo Frequency 4.4 GHz,,Yes,1.43 Kg,12th Gen,1920 x 1080 Pixel,Physical Damage,Yes,"Laptop, Power Adaptor, User Guide, Warranty Documents",Not Available,Processing & Multitasking,,No,Core i3,v5.2,DDR4,"Full HD, TN 250nits Anti-glare",126,,IdeaPad 3,Windows 11 Home,14IAU7,35.56 cm (14 Inch),"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)",Yes,Intel,Yes,"Wi-Fi 6, 802.11ax 2x2",SSD,Arctic Grey,,Thin and Light Laptop,"Non-backlit, English",512 GB,1 Yr. Onsite,14IAU7,82RJ00FUIN,8 GB,Intel Integrated UHD,HD 720p with Privacy Shutter,,,324.2 x 215.7 x 19.9 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,"₹34,990",https://www.flipkart.com/lenovo-ideapad-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-14iau7-thin-light-laptop/p/itm146632ae84dbc?pid=COMH44PG8GPKSHBC&lid=LSTCOMH44PG8GPKSHBCHKNO90&marketplace=FLIPKART&q=LAPTOP&store=6bo%2Fb5g&srno=s_7_151&otracker=search&otracker1=search&fm=organic&iid=en_BWsOcNQlA3fjJk1voIGQ8GZyAMG4v1TaFHYaV68o748NCal1a2cOI_wCkS-qcdm5pXCRx-QCnYJUE_o6JJNdd_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=t501angxls0000001738140553004&qH=eefe54b149d5f44e,Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Ligh...
127,0,Manufacturing Defects,Carry-in,1334U,Max Frequency Up to 4.6 GHz,,No,1.45 Kg,13th Gen,1920 x 1080 Pixel,Physical Damage,Two built-in stereo speakers,"Laptop, Power Adaptor, User Guide, Warranty Documents",Not Available,Everyday Use,,No,Core i5,v5.2,DDR4,Full HD,127,,Aspire 3,Windows 11 Home,A324-53,35.56 cm (14 Inch),"2 x USB 3.2 port, 1 x USB 2.0 port, 1 x Type-C port for PD Adapter",Yes,Intel,Yes,WIFI 6,SSD,Steel Gray,,Thin and Light Laptop,84-key Acer Backlit keyboard layout with US language,512 GB,1 Year Carry-in Warranty,A324-53,UN.34RSI.004,16 GB,Intel Integrated UHD,Video conferencing: 2M With Privacy Camera Shutter,,,321.7 x 206.6 x 19.4 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,"₹48,990",https://www.flipkart.com/acer-aspire-3-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itm707770fddc7e9?pid=COMH4B6CGZKHKUV3&lid=LSTCOMH4B6CGZKHKUV37HVWQK&marketplace=FLIPKART&q=LAPTOP&store=6bo%2Fb5g&srno=s_7_152&otracker=search&otracker1=search&fm=organic&iid=en_BWsOcNQlA3fjJk1voIGQ8GZyAMG4v1TaFHYaV68o74903h7VokAqnNw8vJGmA6CNRVG5KAvfqBwepADRehxWqfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=t501angxls0000001738140553004&qH=eefe54b149d5f44e,Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light...
128,0,Manufacturing Defects,Carry-in,12450H,Up to 4.4 GHz,,Yes,1.62 Kg,12th Gen,1920 x 1080 Pixel,Physical Damage,Yes,"Laptop, Power Adaptor, User Guide, Warranty Documents",Not Available,Processing & Multitasking,,No,Core i5,v5.2,LPDDR5,"Full HD, IPS 300nits Anti-glare",128,,IdeaPad Slim 3,Windows 11 Home,15IAH8,39.62 cm (15.6 Inch),"2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)",Yes,Intel,Yes,"Wi-Fi 6, 802.11ax 2x2",SSD,Arctic Grey,,Thin and Light Laptop,"Backlit, English",512 GB,1 Yr. Onsite,15IAH8,83ER00H3IN,8 GB,Intel Integrated UHD,FHD 1080p with Privacy Shutter,,,359.3 x 235 x 17.9 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,"₹51,390",https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-15iah8-thin-light-laptop/p/itm76f0e5d975817?pid=COMH44PGGQEJWKVN&lid=LSTCOMH44PGGQEJWKVNEHM4E2&marketplace=FLIPKART&q=LAPTOP&store=6bo%2Fb5g&srno=s_7_153&otracker=search&otracker1=search&fm=organic&iid=2539084b-7c24-4ee4-b9b7-a1cda6ccde4b.COMH44PGGQEJWKVN.SEARCH&ppt=None&ppn=None&ssid=t501angxls0000001738140553004&qH=eefe54b149d5f44e,Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin an...
129,0,Manufacturing Defects,Carry-in,1305U,,No,No,1.59 kg,13th Gen,1920 x 1080 Pixels,Physical Damage,Dual Built-in Stereo Speakers,"Laptop, Power Adaptor, User Guide, Warranty Documents",Not Available,"Entertainment, Everyday Use, Performance, Processing & Multitasking",No,No,Core i3,v5.2,DDR4,Full HD,129,1 Year,Aspire,Windows 11 Home,AL15-53,39.62 cm (15.6 inch),"1 x USB 3.2 Gen1 (Type A), 2 x USB 2.0 (Type A), 1 x USB 3.2 Gen2 (Type C), 1 x DC-in Jack",Yes,Intel,,WiFi 5,SSD,Steel Grey,36 Wh,Notebook,"100-/101-/104-key Keyboard with Independent Numeric Keypad, International Language Support",512 GB,1 Year Warranty,Aspire Lite,UN.34ESI.004,8 GB,Intel Integrated UHD,"HD Webcam with 1280 x 720 Resolution, 720p HD Audio/Video Recording",45W Adapter,1 x HDMI Port,360.40 x 239.30 x 19.9 mm,64 bit,No,"Multi Gesture Touchpad, Built-in Click Pad with Microsoft PTP Multi Gesture and Scrolling Function",,,,,,,,,Windows 11 Home,,,Yes,,,,No,,,,,,,,,,,,,,,No,64 bit,,,,,,,1 Year,,,,,,,,,4.3,"₹34,990",https://www.flipkart.com/acer-aspire-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-al15-53-notebook/p/itm1bc0bcb4598e7?pid=COMH5WHP8HVDEHE8&lid=LSTCOMH5WHP8HVDEHE8BAFMBH&marketplace=FLIPKART&q=LAPTOP&store=6bo%2Fb5g&srno=s_7_154&otracker=search&otracker1=search&fm=organic&iid=2539084b-7c24-4ee4-b9b7-a1cda6ccde4b.COMH5WHP8HVDEHE8.SEARCH&ppt=None&ppn=None&ssid=t501angxls0000001738140553004&qH=eefe54b149d5f44e,Acer Aspire Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) AL15-53 Notebook
130,0,Manufacturing Damage,Onsite,,,,No,,12th Gen,1920 x 1080 Pixels,Physical Damage,,"Laptop, Power Adaptor, User Guide, Warranty Documents",Not Available,Gaming,,No,Core i5,v5.3,DDR4,,130,1 Year,Victus,Windows 11 Home,15-fa1351TX,39.62 cm (15.6 inch),,Yes,Intel,,,SSD,Performance Blue,,Gaming Laptop,,512 GB,1 Year Onsite Warranty,15-fa1351TX,A18QBPA,16 GB,NVIDIA GeForce RTX 2050,,,,,,,,,DDR4,4 GB,,Upto 6 Hours and 30 Minutes,,,,Windows 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,"₹60,990",https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fa1351tx-gaming-laptop/p/itm9ad6649afe111?pid=COMHY8KVNMU2S5QQ&lid=LSTCOMHY8KVNMU2S5QQSFQYGS&marketplace=FLIPKART&q=LAPTOP&store=6bo%2Fb5g&srno=s_7_155&otracker=search&otracker1=search&fm=organic&iid=2539084b-7c24-4ee4-b9b7-a1cda6ccde4b.COMHY8KVNMU2S5QQ.SEARCH&ppt=None&ppn=None&ssid=t501angxls0000001738140553004&qH=eefe54b149d5f44e,HP Victus Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...
131,0,Manufacturing Damage,Onsite,5500U,,,Yes,,,1920 x 1080 Pixels,Physical Damage,,"Laptop, Power Adaptor, User Guide, Warranty Documents",Not Available,Everyday Use,,No,Ryzen 5 Dual Core,v5.0,DDR4,,131,1 Year,Pavilion,Windows 11 Home,15-eh1137AU,39.62 cm (15.6 inch),,Yes,AMD,,,SSD,Natural Silver,,Thin and Light Laptop,,512 GB,1 Year Onsite Warranty,15-eh1137AU,A30YHPA,8 GB,AMD Radeon AMD,,,,,,,,,DDR4,,,Upto 8 Hours and 45 Minutes,,,,Windows 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,"₹44,990",https://www.flipkart.com/hp-pavilion-amd-ryzen-5-dual-core-5500u-8-gb-512-gb-ssd-windows-11-home-15-eh1137au-thin-light-laptop/p/itme2327928ac401?pid=COMHY8KVSJHQUACX&lid=LSTCOMHY8KVSJHQUACXS7JBSJ&marketplace=FLIPKART&q=LAPTOP&store=6bo%2Fb5g&srno=s_7_156&otracker=search&otracker1=search&fm=organic&iid=2539084b-7c24-4ee4-b9b7-a1cda6ccde4b.COMHY8KVSJHQUACX.SEARCH&ppt=None&ppn=None&ssid=t501angxls0000001738140553004&qH=eefe54b149d5f44e,HP Pavilion AMD Ryzen 5 Dual Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15-eh1137AU Thin and Light...
